text,intent
can i'd like to get a referral letter for my insurer,insurance_query
please i need to see a specialist,book_appointment
can you how many days off do i have left,check_pto
reschedule my tuesday meeting right now,schedule_meeting
please i need to get my brakes checked,car_maintenance
help me understand what you can do,capabilities
can you check my bank balance,check_balance
please how did i sleep last night,track_fitness
apply for annual leave,submit_leave
suggest a restaurant for tonight,restaurant_suggest
can you change my alarm to 7 30,set_alarm
what score do i require for a mortgage,check_credit_score
find an alternative route to avoid traffic right now,commute_traffic
please set a deadline reminder for my work task,task_management
remind me to call someone please,set_reminder
please reschedule my tuesday meeting,schedule_meeting
tell me about my upcoming financial obligations please,check_bill_due
check my leave balance,check_pto
can you check my upcoming payment dates,check_bill_due
can you i want to know my credit score,check_credit_score
move this to completed right now,manage_todo
please i no longer want sms notifications,update_preferences
can you change my communication preference,update_preferences
submit a pto request for july right now,submit_leave
please do i have private health insurance,insurance_query
please turn off all devices,control_home
solve this math problem for me right now,out_of_scope
compose an email to my colleague please,out_of_scope
find the cheapest flight to rome right now,book_flight
can you update me on my morning commute,commute_traffic
can i get a refund if i cancel please,cancel_booking
can you find me an easy vegetarian recipe,dietary_advice
check if this treatment is covered right now,insurance_query
what is the capital of mongolia,out_of_scope
please can i book a last minute flight,book_flight
add extra items to my order please,order_food
can you block out time for a presentation,schedule_meeting
put in a leave request for me right now,submit_leave
can you is there an accident on my route,commute_traffic
are there any bills i might miss,check_bill_due
please my identity may have been stolen,report_fraud
please has the airline changed my flight,check_flight_status
find me a flight to london right now,book_flight
what bills are due next week,check_bill_due
can i cancel without a penalty right now,cancel_booking
did i hit my fitness goal today right now,track_fitness
what do i owe this month,check_bill_due
assign this task to my teammate please,task_management
what is the baggage allowance for my flight,travel_documents
i want to cancel my travel booking please,cancel_booking
what does my balance look like please,check_balance
set up a video call for the project right now,schedule_meeting
please set up a transfer for me,make_transfer
i require to see my payment schedule,check_bill_due
is my passport expiring soon right now,travel_documents
i need to visit the hospital right now,book_appointment
i prefer formal language please please,update_preferences
can you i need a daily reminder for my prescription,medication_reminder
i require to call off my trip,cancel_booking
can you what tasks are overdue,manage_todo
can i'd like to take a week off,check_pto
can you show my fitness trends this month,track_fitness
do i have a late finish today right now,work_schedule
is my flight on time right now,check_flight_status
please find fast food delivery near me,order_food
wake me up early for my flight right now,set_alarm
how long is my visa valid for please,travel_documents
i require a 25 minute timer,set_alarm
what tasks do i'd like to have to complete,manage_todo
can you move my 2pm meeting to 4pm,schedule_meeting
how is the project progressing please,task_management
switch to email notifications please,update_preferences
when is my next doctors appointment please,book_appointment
please find a time for a team meeting,schedule_meeting
debug my python code right now,out_of_scope
suggest hotels that match my budget please,book_hotel
what is the fastest way to the office please,commute_traffic
am i working from home today,work_schedule
i need to get my brakes checked please,car_maintenance
book a table for two tonight right now,restaurant_suggest
i finished the presentation mark it done right now,task_management
schedule my annual health checkup right now,book_appointment
did i hit my fitness goal today,track_fitness
schedule a car wash please,car_maintenance
i am vegetarian what can i have for lunch please,dietary_advice
will i'd like to have enough pto for my trip,check_pto
close out the completed tasks,task_management
i need pet friendly accommodation right now,book_hotel
what can i get delivered near me please,order_food
what direct debits are going out soon please,check_bill_due
plan my meals for the week please,dietary_advice
please when is everyone free for a meeting,schedule_meeting
please i want to see my itinerary,check_flight_status
please how many vacation days are remaining,check_pto
can you how long did i sleep,track_fitness
i want to try something new for dinner right now,dietary_advice
how do i add a family member to my insurance right now,insurance_query
wake me up early for my flight,set_alarm
please i think my account has been hacked,report_fraud
please how many days off do i have left,check_pto
is the ryanair flight delayed today,check_flight_status
i want to take a day off on monday right now,submit_leave
can you flag a suspicious charge,report_fraud
can you tell me about visa requirements,travel_documents
please break down this task into steps,manage_todo
tell me what you are capable of right now,capabilities
please turn off all the lights,control_home
hi there what can you do right now,greeting
please how many calories have i burned,track_fitness
i would like to reset my settings,update_preferences
what healthy snacks can i eat right now,dietary_advice
please what movies are showing tonight,out_of_scope
what is my available balance please,check_balance
i require a reminder for tomorrow,set_reminder
can you break down this task into steps,manage_todo
please did i take my morning medication,medication_reminder
has my flight been delayed right now,check_flight_status
what is the transfer limit,make_transfer
please suggest a restaurant for tonight,restaurant_suggest
request parental leave,submit_leave
request pto for my holiday,submit_leave
when is my next payment due right now,check_bill_due
when did i last change my oil right now,car_maintenance
am i close to my step goal,track_fitness
can you are there public transport delays,commute_traffic
can i transfer money internationally please,make_transfer
tell me on my calendar,check_schedule
find a restaurant with good reviews right now,restaurant_suggest
please what is my medication schedule,medication_reminder
please i did not make this purchase,report_fraud
i'd like to need a reminder for tomorrow,set_reminder
please update my profile,update_preferences
what project am i working on,task_management
can you set a deadline reminder for my work task,task_management
please i need to organise my tasks,manage_todo
please i need to be reminded about an appointment,set_reminder
set the heating to come on at 6pm please,control_home
what is a good spot for a date night,restaurant_suggest
please when do i finish work this week,work_schedule
what is my deadline for this project,task_management
create a medication alarm for me please,medication_reminder
what time does the office open,work_schedule
can you set a weekly reminder please,set_reminder
what tasks did my team complete this week right now,task_management
apply for annual leave please,submit_leave
what are the delivery options near me,order_food
can you i want to go out for dinner,restaurant_suggest
reorder my usual,order_food
can you is my rent paid for this month,check_bill_due
please what is my resting heart rate,track_fitness
can you book a return flight to new york,book_flight
show me my pending tasks right now,manage_todo
when do i take my blood pressure pills please,medication_reminder
i need a hotel with breakfast included right now,book_hotel
please is there traffic on my commute,commute_traffic
please my tyre pressure light is on,car_maintenance
block my card immediately suspicious activity,report_fraud
please what time is my next event,check_schedule
can you how is the traffic this morning,commute_traffic
add a new work task,task_management
please how many miles since my last service,car_maintenance
set a reminder for me,set_reminder
what is my average sleep right now,track_fitness
do i have private health insurance right now,insurance_query
i want to see a physiotherapist please,book_appointment
i need sick leave for today please,submit_leave
what is the fastest way to the office,commute_traffic
show tasks due this week right now,manage_todo
can you how do i transfer funds,make_transfer
i need pet friendly accommodation,book_hotel
i need to call off my trip please,cancel_booking
i prefer formal language please right now,update_preferences
please what areas do you cover,capabilities
what events do i have coming up right now,check_schedule
please can you play chess with me,out_of_scope
can you i need to see my payment schedule,check_bill_due
what are your features,capabilities
can you check road conditions for my journey,commute_traffic
add a recurring task please,manage_todo
can you book my car for a tyre change,car_maintenance
can you what should i eat before a workout,dietary_advice
please what tasks did my team complete this week,task_management
what smart devices are connected please,control_home
how long will it take to get to work please,commute_traffic
please do i have a late finish today,work_schedule
i am vegetarian what can i have for lunch right now,dietary_advice
please alarm at 6am every weekday,set_alarm
how long since my last oil change right now,car_maintenance
can you find me a hotel in paris,book_hotel
how much do i'd like to owe for bills this month,check_bill_due
what recurring payments do i have right now,check_bill_due
what is the parking situation at the office right now,commute_traffic
what is my shift pattern right now,work_schedule
search for hotels near the city centre,book_hotel
please i want to cancel and rebook,cancel_booking
start a cooking timer,set_alarm
can you what is my car registration,car_maintenance
withdraw my booking please,cancel_booking
can you check if i am free next tuesday,check_schedule
can you when did i last change my oil,car_maintenance
can you request pto for my holiday,submit_leave
did i hit my fitness goal today please,track_fitness
can you what is my current credit rating,check_credit_score
how do i book a desk at the office please,work_schedule
please find a restaurant open right now,restaurant_suggest
how did i'd like to sleep last night,track_fitness
please schedule a catch up with sarah,schedule_meeting
i need to see a specialist please,book_appointment
what recurring payments do i'd like to have,check_bill_due
help me move money to savings please,make_transfer
place an order from dominos please,order_food
can i get a referral letter for my insurer,insurance_query
please i want to change my language setting,update_preferences
i would like push notifications instead,update_preferences
can you i take ramipril daily remind me please,medication_reminder
remind me at 8am to take my pills please,medication_reminder
change my name in the system right now,update_preferences
set up a video call for the project please,schedule_meeting
can you update the status of my report,task_management
can you find direct flights to dubai,book_flight
please set a daily reminder for me,set_reminder
can you what is my insurance excess,insurance_query
can you what score do i need for a mortgage,check_credit_score
can you check the progress on my tasks,task_management
find me a flight to london please,book_flight
what is my account balance,check_balance
please what is my leave entitlement,check_pto
what restaurants can i book for this weekend please,restaurant_suggest
do i'd like to need travel insurance,travel_documents
show me the office schedule right now,work_schedule
i want to know your capabilities please,capabilities
is my rent paid for this month,check_bill_due
can you what can you do,capabilities
update my account information please,update_preferences
cancel my food order,order_food
can you how much do i have right now,check_balance
can you find a free slot for a meeting next week,schedule_meeting
please are there any delays on my commute,commute_traffic
compare my steps to last week right now,track_fitness
alert me when it is time for my next dose please,medication_reminder
can you schedule a meeting for tomorrow,schedule_meeting
can you search for available flights,book_flight
please find a vegetarian friendly restaurant,restaurant_suggest
process a transfer for me please please,make_transfer
i require a notification for my event,set_reminder
update my emergency contact,update_preferences
please can you manage my calendar,capabilities
please what time does the office open,work_schedule
check if this treatment is covered please,insurance_query
i want to see my itinerary please,check_flight_status
what is my resting heart rate please,track_fitness
can i see my account balance right now,check_balance
how much pto rolls over next year right now,check_pto
can you request time off for my trip,submit_leave
do i have any meetings today please,check_schedule
can you set an alert for my meeting,set_reminder
get me a pizza delivered,order_food
explain my credit score to me right now,check_credit_score
set a recurring reminder for my medication please,medication_reminder
am i in the office tomorrow,work_schedule
order from my favourite restaurant please,order_food
what smart devices are connected right now,control_home
please what is the meaning of life,out_of_scope
can you what are the customs rules when arriving,travel_documents
i want to try something new to eat right now,restaurant_suggest
can you i did not make this purchase,report_fraud
what is my remaining annual leave right now,check_pto
please how much is my insurance premium,insurance_query
i no longer need this booking,cancel_booking
what is due at the end of the month please,check_bill_due
please am i working from home today,work_schedule
how is the traffic this morning please,commute_traffic
do you handle banking queries,capabilities
can you remind me with an alarm in 2 hours,set_alarm
can you am i rostered in this weekend,work_schedule
display my insurance details,insurance_query
what is my remaining annual leave please,check_pto
can you has my flight been delayed,check_flight_status
i need a gluten free recipe right now,dietary_advice
can you book accommodation for my trip,book_hotel
i did not make this purchase right now,report_fraud
track whether i have taken my medicine today please,medication_reminder
can i move money between accounts,make_transfer
can you good day,greeting
what fees apply to transfers right now,make_transfer
can you do i have any meetings today,check_schedule
can you am i meeting my fitness targets,track_fitness
can you hi there,greeting
what fees apply to transfers,make_transfer
change my name in the system please,update_preferences
i want to see my leave history,check_pto
good morning right now,greeting
please create a medication alarm for me,medication_reminder
set up medication reminders for me,medication_reminder
can you what is my available balance,check_balance
remind me at 8am to take my pills,medication_reminder
please mark this task as done,manage_todo
what are my flight details please,check_flight_status
please what services can you help with,capabilities
i want indian takeaway,order_food
what is my car registration please,car_maintenance
update my emergency contact right now,update_preferences
check road conditions for my journey,commute_traffic
i'd like to want to change my hotel booking,book_hotel
i need to make a medical appointment right now,book_appointment
wake me up at 6 30,set_alarm
how many days can i'd like to book off still,check_pto
do i require an esta to visit america,travel_documents
i did not make this purchase please,report_fraud
how many days can i book off still,check_pto
there is an unauthorised payment on my account please,report_fraud
i need a weekend alarm right now,set_alarm
i need to book a mot please,car_maintenance
close out the completed tasks right now,task_management
please update my emergency contact,update_preferences
i did not make this purchase,report_fraud
do i need an esta to visit america,travel_documents
can you i want to change my hotel booking,book_hotel
please set an alarm before my appointment,set_alarm
please what is the fastest way to the office,commute_traffic
i require an alarm for tomorrow morning,set_alarm
can you what is my flight number,check_flight_status
please what travel documents should i bring,travel_documents
how do i add a family member to my insurance,insurance_query
please what do you support,capabilities
i need to track my medication schedule right now,medication_reminder
someone has stolen my card details,report_fraud
can you what are my options for flights to berlin,book_flight
remind me of my outstanding tasks right now,manage_todo
do i need an esta to visit america right now,travel_documents
remind me of my due payments right now,check_bill_due
list my upcoming payments,check_bill_due
can you activate the security alarm,control_home
tell me the meaning of life,out_of_scope
i want to see my leave history please,check_pto
submit a leave request please,submit_leave
i want to take a day off on monday,submit_leave
my card has been used fraudulently please,report_fraud
can you what are the delivery options near me,order_food
what is my flight number,check_flight_status
how long will it take to get to work,commute_traffic
snooze my alarm,set_alarm
i require to be reminded about an appointment,set_reminder
order chinese food for tonight,order_food
what will the stock market do tomorrow right now,out_of_scope
what can i eat for dinner tonight please,dietary_advice
do i'd like to have any meetings today,check_schedule
please is my dental covered by insurance,insurance_query
tell me my medication schedule,medication_reminder
can you show me the office schedule,work_schedule
i need to call off my trip right now,cancel_booking
i want to see my itinerary right now,check_flight_status
what floor is my team on please,work_schedule
what meetings do i have this week right now,check_schedule
please how do i add a family member to my insurance,insurance_query
help me move money to savings,make_transfer
find recipes that match my diet right now,dietary_advice
i need a reminder for tomorrow please,set_reminder
what is the dress code for this meeting please,work_schedule
review my upcoming schedule please please,check_schedule
what events do i'd like to have coming up,check_schedule
can you close out the completed tasks,task_management
please book a doctor appointment,book_appointment
do i have anything scheduled for this afternoon please,check_schedule
what milestones are coming up,task_management
book me on the earliest flight tomorrow,book_flight
can you when is my subscription payment,check_bill_due
please what tasks do i have to complete,manage_todo
add a recurring task right now,manage_todo
tell me covered under my vhi plan,insurance_query
what are the limits on my health cover please,insurance_query
can you how many steps have i taken today,track_fitness
find hotels with gym facilities please,book_hotel
book a long weekend off right now,submit_leave
can you book a table for two tonight,restaurant_suggest
please turn off notifications,update_preferences
can you what can i cook without gluten,dietary_advice
can you what is the best route to work,commute_traffic
can you i want to transfer money,make_transfer
who is my manager,work_schedule
tell me the full list of things you do,capabilities
can you set up medication reminders for me,medication_reminder
request time off for my trip right now,submit_leave
please add a high priority item to my list,manage_todo
update my date of birth right now,update_preferences
do i have any meetings today,check_schedule
move this to completed,manage_todo
can you remind me of my due payments,check_bill_due
can you check my appointments for this week,check_schedule
i want a low calorie dinner idea right now,dietary_advice
i want to be notified about something right now,set_reminder
what meetings do i have at work please,work_schedule
show my fitness trends this month please,track_fitness
can you i want to dispute a transaction,report_fraud
set up a video call for the project,schedule_meeting
please change my alarm to 7 30,set_alarm
review my upcoming schedule please right now,check_schedule
can i'd like to transfer money internationally,make_transfer
please what is my car registration,car_maintenance
process my leave request for next month,submit_leave
i want to travel to spain next month right now,book_flight
i need to book 5 days off right now,submit_leave
please how often should i take this medication,medication_reminder
are there public transport delays please,commute_traffic
i need to send a payment,make_transfer
can you track my health,capabilities
what temperature is the house,control_home
book a meeting room,schedule_meeting
please what are my options for eating out tonight,restaurant_suggest
i am vegetarian what can i have for lunch,dietary_advice
suggest somewhere cheap and cheerful,restaurant_suggest
can you book a hotel room for two nights,book_hotel
please how many days off can i still take,check_pto
please are there public transport delays,commute_traffic
hey good morning right now,greeting
what are the best restaurants nearby please,restaurant_suggest
please can you manage my work tasks,capabilities
do i'd like to have any holidays left,check_pto
please check if my paris flight is on schedule,check_flight_status
can you update my date of birth,update_preferences
i need an alarm for tomorrow morning right now,set_alarm
please tell me my balance please,check_balance
search for hotels with free cancellation please,book_hotel
book me somewhere to stay in london,book_hotel
can you remove all alarms,set_alarm
please are there any bills i might miss,check_bill_due
get me a pizza delivered right now,order_food
what flights are available to amsterdam,book_flight
display work events this week,work_schedule
can you suggest somewhere cheap and cheerful,restaurant_suggest
how do i transfer to a different bank,make_transfer
book a dental appointment,book_appointment
please is the dart running on time,commute_traffic
can you pull up my balance,check_balance
can you is my passport expiring soon,travel_documents
please what is my current balance,check_balance
book a flight for next week,book_flight
can you is the office closed next week,work_schedule
